name,hgt,stre,spd,jmp,endu,ins,dnk,ft,fg,tp,diq,oiq,drb,pss,reb,ovr,new_ovr,diff,hgt_auto,stre_auto,spd_auto,jmp_auto,endu_auto,ins_auto,dnk_auto,ft_auto,fg_auto,tp_auto,diq_auto,oiq_auto,drb_auto,pss_auto,reb_auto,ovr_auto,new_ovr_auto,diff_auto,AUTOdiff
Reggie Bullock,48,47,51,52,43,33,62,57,69,68,44,55,43,45,40,50.35858,48.9489790138247,-1.409600986175306,48,47,51,52,43,33,62,57,69,68,44,55,43,45,40,50.35858,48.9489790138247,-1.409600986175306,0.0
Reggie Jackson,33,40,64,62,47,32,85,65,69,65,28,39,60,59,48,47.65948,49.985793595419025,2.3263135954190233,33,40,64,62,47,32,85,65,69,65,28,39,60,59,48,47.65948,49.985793595419025,2.3263135954190233,0.0
Reggie Perry,56,67,43,57,36,60,52,40,35,29,45,40,24,30,72,44.98558,45.13783153768589,0.15225153768589195,56,67,43,57,36,60,52,40,35,29,45,40,24,30,72,44.98558,45.13783153768589,0.15225153768589195,0.0
Richard Solomon,63,65,46,45,27,72,52,35,25,25,42,41,31,37,62,45.19418,46.1126625366122,0.9184825366121956,63,65,46,45,27,72,52,35,25,25,42,41,31,37,62,45.19418,46.1126625366122,0.9184825366121956,0.0
Richaun Holmes,59,69,50,54,48,84,67,58,40,4,53,56,25,35,79,50.25338,47.92911914631647,-2.3242608536835334,59,69,50,54,48,84,67,58,40,4,53,56,25,35,79,50.25338,47.92911914631647,-2.3242608536835334,0.0
Ricky Rubio,37,33,66,42,58,47,60,67,69,50,57,62,50,69,60,53.91818,51.2128992346909,-2.705280765309098,37,33,66,42,58,47,60,67,69,50,57,62,50,69,60,53.91818,51.2128992346909,-2.705280765309098,0.0
Robert Covington,58,58,56,63,59,45,63,54,58,60,60,57,38,36,64,56.615880000000004,54.82549093573209,-1.790389064267913,58,58,56,63,59,45,63,54,58,60,60,57,38,36,64,56.615880000000004,54.82549093573209,-1.790389064267913,0.0
Robert Francks,52,56,33,31,35,58,57,62,26,30,58,45,32,30,66,44.56448,41.939842266646366,-2.6246377333536373,52,56,33,31,35,58,57,62,26,30,58,45,32,30,66,44.56448,41.939842266646366,-2.6246377333536373,0.0
Robert Williams,56,71,51,73,47,70,75,50,59,15,52,35,39,47,70,50.36798,49.64677670233096,-0.7212032976690423,56,71,51,73,47,70,75,50,59,15,52,35,39,47,70,50.36798,49.64677670233096,-0.7212032976690423,0.0
Robin Lopez,68,78,24,42,40,65,68,52,60,28,45,53,35,58,47,49.70348,45.50839399398557,-4.195086006014428,68,78,24,42,40,65,68,52,60,28,45,53,35,58,47,49.70348,45.50839399398557,-4.195086006014428,0.0
Rodions Kurucs,52,53,55,49,48,46,60,56,61,53,38,52,50,42,55,50.05718,49.648324921814925,-0.40885507818507705,52,53,55,49,48,46,60,56,61,53,38,52,50,42,55,50.05718,49.648324921814925,-0.40885507818507705,0.0
Rodney Hood,52,36,56,51,53,50,79,57,77,63,41,50,63,41,43,51.57328,50.4962082984414,-1.0770717015585944,52,36,56,51,53,50,79,57,77,63,41,50,63,41,43,51.57328,50.4962082984414,-1.0770717015585944,0.0
Rodney McGruder,36,52,59,64,48,44,62,55,66,64,40,50,57,30,57,49.29388,49.76340708608246,0.46952708608245786,36,52,59,64,48,44,62,55,66,64,40,50,57,30,57,49.29388,49.76340708608246,0.46952708608245786,0.0
Roko Prkacin,57,47,52,51,38,51,58,55,50,45,50,52,46,50,58,50.97978,50.46291211865773,-0.5168678813422716,57,47,52,51,38,51,58,55,50,45,50,52,46,50,58,50.97978,50.46291211865773,-0.5168678813422716,0.0
Romeo Langford,47,34,59,51,37,38,57,40,58,50,40,47,56,43,36,46.80608,47.09584559564471,0.2897655956447096,47,34,59,51,37,38,57,40,58,50,40,47,56,43,36,46.80608,47.09584559564471,0.2897655956447096,0.0
Ron Baker,36,46,56,46,42,23,48,24,62,46,53,44,44,54,42,46.36348,44.37437544398378,-1.9891045560162226,36,46,56,46,42,23,48,24,62,46,53,44,44,54,42,46.36348,44.37437544398378,-1.9891045560162226,0.0
Rondae Hollis-Jefferson,52,57,60,58,48,66,76,34,56,30,40,42,46,30,62,48.06538,48.245973804391475,0.18059380439147787,52,57,60,58,48,66,76,34,56,30,40,42,46,30,62,48.06538,48.245973804391475,0.18059380439147787,0.0
Royce O'Neale,45,58,51,44,48,45,58,59,54,66,42,49,49,42,70,49.77828,49.70474977754077,-0.07353022245923313,45,58,51,44,48,45,58,59,54,66,42,49,49,42,70,49.77828,49.70474977754077,-0.07353022245923313,0.0
Rudy Gay,53,42,55,60,55,73,62,68,62,53,50,54,53,42,68,53.49568,52.848095683232366,-0.6475843167676345,53,42,55,60,55,73,62,68,62,53,50,54,53,42,68,53.49568,52.848095683232366,-0.6475843167676345,0.0
Rudy Gobert,80,70,31,49,71,78,88,32,33,0,67,60,68,37,90,57.70008,52.84951059013748,-4.850569409862523,80,70,31,49,71,78,88,32,33,0,67,60,68,37,90,57.70008,52.84951059013748,-4.850569409862523,0.0
Rui Hachimura,56,52,52,68,48,55,62,41,67,40,43,49,35,37,60,49.45028,48.63794394940606,-0.8123360505939416,56,52,52,68,48,55,62,41,67,40,43,49,35,37,60,49.45028,48.63794394940606,-0.8123360505939416,0.0
Russell Westbrook,41,69,94,92,71,62,95,47,80,33,38,67,74,70,98,63.33078,65.68734289083417,2.3565628908341765,41,69,94,92,71,62,95,47,80,33,38,67,74,70,98,63.33078,65.68734289083417,2.3565628908341765,0.0
Ryan Anderson,58,40,32,44,32,45,52,50,72,64,25,57,28,29,53,42.92588,41.540360695952494,-1.3855193040475058,58,40,32,44,32,45,52,50,72,64,25,57,28,29,53,42.92588,41.540360695952494,-1.3855193040475058,0.0
Ryan Arcidiacono,30,25,47,37,42,22,47,60,48,58,44,52,66,61,19,44.76398,43.33067838338496,-1.43330161661504,30,25,47,37,42,22,47,60,48,58,44,52,66,61,19,44.76398,43.33067838338496,-1.43330161661504,0.0
Ryan Broekhoff,48,32,38,37,33,43,52,55,64,68,31,45,58,57,58,44.35868,44.589258611971275,0.23057861197127494,48,32,38,37,33,43,52,55,64,68,31,45,58,57,58,44.35868,44.589258611971275,0.23057861197127494,0.0
Sadraque Nganga,62,45,57,60,32,49,62,40,40,33,46,44,47,30,50,48.16818,49.24075299707449,1.072572997074488,62,45,57,60,32,49,62,40,40,33,46,44,47,30,50,48.16818,49.24075299707449,1.072572997074488,0.0
Sagaba Konate,54,58,40,53,26,56,49,50,52,44,48,44,40,34,57,46.13908,45.42971414030836,-0.709365859691637,54,58,40,53,26,56,49,50,52,44,48,44,40,34,57,46.13908,45.42971414030836,-0.709365859691637,0.0
Salah Mejri,75,73,29,33,40,66,59,22,72,0,56,45,22,28,70,46.108380000000004,39.62853037163573,-6.479849628364271,75,73,29,33,40,66,59,22,72,0,56,45,22,28,70,46.108380000000004,39.62853037163573,-6.479849628364271,0.0
Sam Dekker,56,54,43,46,44,71,75,38,31,62,42,46,22,38,64,47.65088,48.29180140193142,0.640921401931422,56,54,43,46,44,71,75,38,31,62,42,46,22,38,64,47.65088,48.29180140193142,0.640921401931422,0.0
Savion Flagg,44,53,50,55,40,56,58,35,35,39,41,39,38,32,66,43.86878,45.00726816556421,1.1384881655642118,44,53,50,55,40,56,58,35,35,39,41,39,38,32,66,43.86878,45.00726816556421,1.1384881655642118,0.0
Scott Machado,25,38,63,42,37,23,81,68,52,60,15,42,61,63,10,42.01588,44.450920768418676,2.4350407684186735,25,38,63,42,37,23,81,68,52,60,15,42,61,63,10,42.01588,44.450920768418676,2.4350407684186735,0.0
Scottie Barnes,52,21,56,50,36,33,42,55,48,51,39,40,39,43,43,43.86838,45.07952198296514,1.2111419829651382,52,21,56,50,36,33,42,55,48,51,39,40,39,43,43,43.86838,45.07952198296514,1.2111419829651382,0.0
Scottie Lewis,41,28,50,56,33,28,49,55,55,59,50,28,36,19,37,41.25768,41.34520560726539,0.08752560726539116,41,28,50,56,33,28,49,55,55,59,50,28,36,19,37,41.25768,41.34520560726539,0.08752560726539116,0.0
Sean Kilpatrick,37,45,56,63,44,29,66,69,65,63,18,46,35,30,31,42.77378,44.25740966075257,1.4836296607525696,37,45,56,63,44,29,66,69,65,63,18,46,35,30,31,42.77378,44.25740966075257,1.4836296607525696,0.0
Sekou Doumbouya,60,53,54,66,32,34,55,52,52,50,42,54,34,21,54,49.02518,49.537846623267036,0.5126666232670374,60,53,54,66,32,34,55,52,52,50,42,54,34,21,54,49.02518,49.537846623267036,0.5126666232670374,0.0
Semi Ojeleye,50,71,50,68,34,44,58,75,41,48,54,41,36,22,52,49.33038,49.63528003507091,0.304900035070915,50,71,50,68,34,44,58,75,41,48,54,41,36,22,52,49.33038,49.63528003507091,0.304900035070915,0.0
Serge Ibaka,68,84,42,69,56,85,75,65,58,35,58,58,57,39,72,59.07688,56.67408341219797,-2.4027965878020296,68,84,42,69,56,85,75,65,58,35,58,58,57,39,72,59.07688,56.67408341219797,-2.4027965878020296,0.0
Seth Curry,33,22,64,49,48,30,62,67,67,74,38,58,62,37,30,48.34288,48.130626639156105,-0.21225336084389568,33,22,64,49,48,30,62,67,67,74,38,58,62,37,30,48.34288,48.130626639156105,-0.21225336084389568,0.0
Shabazz Muhammad,44,59,63,60,48,40,73,62,64,55,30,32,56,12,50,45.90098,47.6381985252939,1.7372185252939047,44,59,63,60,48,40,73,62,64,55,30,32,56,12,50,45.90098,47.6381985252939,1.7372185252939047,0.0
Shabazz Napier,26,26,61,56,40,35,74,65,62,66,38,38,61,55,42,45.27508,46.92329589529482,1.6482158952948183,26,26,61,56,40,35,74,65,62,66,38,38,61,55,42,45.27508,46.92329589529482,1.6482158952948183,0.0
Shai Gilgeous-Alexander,40,38,60,60,66,66,84,69,65,55,56,59,58,51,70,55.65648,53.99796404088683,-1.6585159591131742,40,38,60,60,66,66,84,69,65,55,56,59,58,51,70,55.65648,53.99796404088683,-1.6585159591131742,0.0
Shake Milton,45,26,50,55,34,24,48,55,51,61,29,47,47,42,19,42.85968,44.02820056628835,1.1685205662883504,45,26,50,55,34,24,48,55,51,61,29,47,47,42,19,42.85968,44.02820056628835,1.1685205662883504,0.0
Shamorie Ponds,22,24,52,42,28,18,51,60,52,30,39,40,66,67,25,39.51168,39.10169037750166,-0.4099896224983368,22,24,52,42,28,18,51,60,52,30,39,40,66,67,25,39.51168,39.10169037750166,-0.4099896224983368,0.0
Shaquille Harrison,44,37,53,47,40,24,50,46,45,44,57,44,55,54,50,48.05578,47.13169836408904,-0.9240816359109587,44,37,53,47,40,24,50,46,45,44,57,44,55,54,50,48.05578,47.13169836408904,-0.9240816359109587,0.0
Shaquille O'Neal,72,95,55,52,67,90,93,46,30,0,54,67,33,34,83,58.312780000000004,55.34987243190388,-2.9629075680961208,72,95,55,52,67,90,93,46,30,0,54,67,33,34,83,58.312780000000004,55.34987243190388,-2.9629075680961208,0.0
Shareef O'Neal,57,43,40,50,22,47,46,55,38,30,32,33,30,25,50,38.56518,39.75595223361208,1.1907722336120798,57,43,40,50,22,47,46,55,38,30,32,33,30,25,50,38.56518,39.75595223361208,1.1907722336120798,0.0
Sharife Cooper,22,16,64,42,39,8,46,57,58,69,30,54,62,50,24,42.75408,43.545847361328086,0.791767361328084,22,16,64,42,39,8,46,57,58,69,30,54,62,50,24,42.75408,43.545847361328086,0.791767361328084,0.0
Shelvin Mack,33,22,66,39,46,69,65,55,43,40,35,50,50,63,59,45.231880000000004,46.525275438695864,1.2933954386958604,33,22,66,39,46,69,65,55,43,40,35,50,50,63,59,45.231880000000004,46.525275438695864,1.2933954386958604,0.0
Silvio De Sousa,52,59,48,55,36,58,51,55,49,30,36,33,22,25,52,41.71278,41.959612773016545,0.24683277301654272,52,59,48,55,36,58,51,55,49,30,36,33,22,25,52,41.71278,41.959612773016545,0.24683277301654272,0.0
Simisola Shittu,58,52,60,41,26,52,42,32,32,24,42,27,35,35,56,42.43268,44.29019632043175,1.857516320431749,58,52,60,41,26,52,42,32,32,24,42,27,35,35,56,42.43268,44.29019632043175,1.857516320431749,0.0
Sindarius Thornwell,43,38,56,49,26,20,55,40,59,59,14,45,73,75,20,44.12108,47.21755229887388,3.096472298873884,43,38,56,49,26,20,55,40,59,59,14,45,73,75,20,44.12108,47.21755229887388,3.096472298873884,0.0
Skal Labissiere,68,50,53,65,36,45,60,59,53,31,40,47,31,55,53,49.86848,50.439198609068534,0.5707186090685354,68,50,53,65,36,45,60,59,53,31,40,47,31,55,53,49.86848,50.439198609068534,0.5707186090685354,0.0
Solomon Hill,45,46,53,52,42,33,58,57,53,47,25,55,41,39,61,44.88668,45.708704172052265,0.8220241720522665,45,46,53,52,42,33,58,57,53,47,25,55,41,39,61,44.88668,45.708704172052265,0.8220241720522665,0.0
Spencer Dinwiddie,44,43,59,53,53,66,87,58,82,78,34,52,68,51,37,52.91378,52.89733827700035,-0.01644172299965163,44,43,59,53,53,66,87,58,82,78,34,52,68,51,37,52.91378,52.89733827700035,-0.01644172299965163,0.0
Spencer Hawes,71,28,20,34,47,56,55,57,60,60,50,40,30,58,70,46.777879999999996,43.8995000632398,-2.878379936760197,71,28,20,34,47,56,55,57,60,60,50,40,30,58,70,46.777879999999996,43.8995000632398,-2.878379936760197,0.0
Stanley Johnson,49,52,59,58,30,32,59,54,47,43,44,45,39,49,48,47.94248,48.92710925869368,0.9846292586936798,49,52,59,58,30,32,59,54,47,43,44,45,39,49,48,47.94248,48.92710925869368,0.9846292586936798,0.0
Stanton Kidd,44,42,47,51,39,28,32,60,62,52,45,48,33,34,38,44.38228,42.598215777797954,-1.7840642222020477,44,42,47,51,39,28,32,60,62,52,45,48,33,34,38,44.38228,42.598215777797954,-1.7840642222020477,0.0
Stephan Hicks,49,30,62,62,41,35,59,60,54,52,24,41,66,33,27,45.06268,47.83973023765375,2.7770502376537465,49,30,62,62,41,35,59,60,54,52,24,41,66,33,27,45.06268,47.83973023765375,2.7770502376537465,0.0
Stephen Curry,34,50,86,88,74,46,92,78,92,95,40,73,61,74,49,64.81008,66.1548764546301,1.3447964546300994,34,50,86,88,74,46,92,78,92,95,40,73,61,74,49,64.81008,66.1548764546301,1.3447964546300994,0.0
Sterling Brown,44,44,56,56,36,23,62,57,55,71,26,32,52,36,15,43.61988,46.08524254163449,2.465362541634491,44,44,56,56,36,23,62,57,55,71,26,32,52,36,15,43.61988,46.08524254163449,2.465362541634491,0.0
Steven Adams,67,85,54,52,60,73,69,17,48,0,54,52,48,56,80,55.09298,52.48482019321434,-2.6081598067856575,67,85,54,52,60,73,69,17,48,0,54,52,48,56,80,55.09298,52.48482019321434,-2.6081598067856575,0.0
Sviatoslav Mykhailiuk,53,34,65,46,24,33,32,51,55,55,21,45,53,54,34,44.39668,47.61952841429476,3.2228484142947593,53,34,65,46,24,33,32,51,55,55,21,45,53,54,34,44.39668,47.61952841429476,3.2228484142947593,0.0
T.J. Leaf,59,66,38,61,27,65,51,14,39,70,44,45,28,43,70,48.45888,50.185781227185025,1.7269012271850244,59,66,38,61,27,65,51,14,39,70,44,45,28,43,70,48.45888,50.185781227185025,1.7269012271850244,0.0
T.J. McConnell,29,20,66,54,55,20,57,60,58,58,36,45,75,67,27,47.38288,48.471745576133856,1.0888655761338555,29,20,66,54,55,20,57,60,58,58,36,45,75,67,27,47.38288,48.471745576133856,1.0888655761338555,0.0
T.J. Warren,51,53,61,58,55,77,81,60,73,59,41,66,49,43,50,55.45718,54.23136050052228,-1.2258194994777227,51,53,61,58,55,77,81,60,73,59,41,66,49,43,50,55.45718,54.23136050052228,-1.2258194994777227,0.0
Tacko Fall,87,52,33,29,28,68,42,0,24,0,38,29,24,27,54,39.43488,38.68020686564017,-0.7546731343598267,87,52,33,29,28,68,42,0,24,0,38,29,24,27,54,39.43488,38.68020686564017,-0.7546731343598267,0.0
Tahjere McCall,41,34,56,57,34,28,60,46,55,30,44,32,32,52,41,42.03148,42.09400066847763,0.0625206684776245,41,34,56,57,34,28,60,46,55,30,44,32,32,52,41,42.03148,42.09400066847763,0.0625206684776245,0.0
Taj Gibson,56,79,31,50,30,63,64,53,37,20,58,50,28,48,79,48.53498,46.008834144323195,-2.526145855676802,56,79,31,50,30,63,64,53,37,20,58,50,28,48,79,48.53498,46.008834144323195,-2.526145855676802,0.0
Talen Horton-Tucker,37,42,62,61,27,28,50,66,50,34,29,34,55,33,27,40.79508,43.13662300529915,2.341543005299151,37,42,62,61,27,28,50,66,50,34,29,34,55,33,27,40.79508,43.13662300529915,2.341543005299151,0.0
Tarik Phillip,33,28,61,34,43,25,57,65,59,71,14,35,50,48,18,39.79388,41.98316227899771,2.189282278997709,33,28,61,34,43,25,57,65,59,71,14,35,50,48,18,39.79388,41.98316227899771,2.189282278997709,0.0
Tariq Owens,60,49,52,64,32,55,59,56,32,30,56,43,32,30,70,48.53718,49.227792799240724,0.6906127992407249,60,49,52,64,32,55,59,56,32,30,56,43,32,30,70,48.53718,49.227792799240724,0.6906127992407249,0.0
Taurean Prince,58,65,53,61,50,60,66,65,54,66,56,43,31,50,55,54.879580000000004,54.59868569429964,-0.28089430570036455,58,65,53,61,50,60,66,65,54,66,56,43,31,50,55,54.879580000000004,54.59868569429964,-0.28089430570036455,0.0
Terance Mann,41,38,47,49,35,30,38,59,45,43,34,37,39,20,48,38.96688,39.514814333071364,0.5479343330713604,41,38,47,49,35,30,38,59,45,43,34,37,39,20,48,38.96688,39.514814333071364,0.5479343330713604,0.0
Terence Davis,37,52,59,49,42,54,67,46,52,58,44,50,53,48,60,49.36628,49.82803295953897,0.4617529595389698,37,52,59,49,42,54,67,46,52,58,44,50,53,48,60,49.36628,49.82803295953897,0.4617529595389698,0.0
Terrance Ferguson,48,40,56,78,45,39,57,52,47,51,50,40,52,36,34,49.13148,50.28023179829984,1.148751798299834,48,40,56,78,45,39,57,52,47,51,50,40,52,36,34,49.13148,50.28023179829984,1.148751798299834,0.0
Terrence Clarke,48,19,63,64,30,23,50,52,57,53,40,43,44,23,21,43.94318,45.14504654374686,1.2018665437468599,48,19,63,64,30,23,50,52,57,53,40,43,44,23,21,43.94318,45.14504654374686,1.2018665437468599,0.0
Terrence Jones,56,60,50,49,43,52,65,60,58,60,55,36,40,29,56,50.27268,49.31259386531456,-0.9600861346854401,56,60,50,49,43,52,65,60,58,60,55,36,40,29,56,50.27268,49.31259386531456,-0.9600861346854401,0.0
Terrence Ross,47,46,59,74,48,46,75,67,65,75,40,56,42,35,45,52.61768,53.50455914937199,0.8868791493719925,47,46,59,74,48,46,75,67,65,75,40,56,42,35,45,52.61768,53.50455914937199,0.8868791493719925,0.0
Terry Larrier,52,35,53,51,27,45,66,50,53,41,35,40,41,40,24,43.23598,43.817865629576545,0.5818856295765471,52,35,53,51,27,45,66,50,53,41,35,40,41,40,24,43.23598,43.817865629576545,0.5818856295765471,0.0
Terry Rozier,30,38,69,71,58,59,72,53,67,68,40,43,68,54,73,51.57208,54.082061676789834,2.5099816767898346,30,38,69,71,58,59,72,53,67,68,40,43,68,54,73,51.57208,54.082061676789834,2.5099816767898346,0.0
Thabo Sefolosha,52,44,52,51,28,22,52,60,59,57,64,42,41,32,42,49.16988,47.46085556916085,-1.7090244308391505,52,44,52,51,28,22,52,60,59,57,64,42,41,32,42,49.16988,47.46085556916085,-1.7090244308391505,0.0
Thaddeus Young,53,67,52,54,52,68,67,23,63,45,58,57,41,48,58,54.40878,51.52341067717984,-2.8853693228201607,53,67,52,54,52,68,67,23,63,45,58,57,41,48,58,54.40878,51.52341067717984,-2.8853693228201607,0.0
Thanasis Antetokounmpo,52,54,47,85,40,31,84,53,61,21,42,46,12,22,61,45.01088,44.08780878737557,-0.9230712126244285,52,54,47,85,40,31,84,53,61,21,42,46,12,22,61,45.01088,44.08780878737557,-0.9230712126244285,0.0
Theo Maledon,40,25,69,53,29,32,52,54,56,52,34,49,55,59,33,46.22458,48.301222641840184,2.0766426418401807,40,25,69,53,29,32,52,54,56,52,34,49,55,59,33,46.22458,48.301222641840184,2.0766426418401807,0.0
Theo Pinson,44,39,62,51,35,36,54,52,52,40,42,40,40,45,38,44.89258,45.37966929462914,0.4870892946291363,44,39,62,51,35,36,54,52,52,40,42,40,40,45,38,44.89258,45.37966929462914,0.4870892946291363,0.0
Thomas Bryant,64,65,54,51,47,75,70,62,29,31,41,48,55,52,75,52.72878,54.285582291966044,1.5568022919660436,64,65,54,51,47,75,70,62,29,31,41,48,55,52,75,52.72878,54.285582291966044,1.5568022919660436,0.0
Thomas Robinson,59,73,47,65,42,55,75,45,45,0,30,42,20,22,82,43.14738,43.19672381980896,0.04934381980896063,59,73,47,65,42,55,75,45,45,0,30,42,20,22,82,43.14738,43.19672381980896,0.04934381980896063,0.0
Thomas Welsh,67,65,23,23,38,38,27,65,61,40,51,26,24,24,52,41.60298,37.29893013758002,-4.30404986241998,67,65,23,23,38,38,27,65,61,40,51,26,24,24,52,41.60298,37.29893013758002,-4.30404986241998,0.0
Thon Maker,73,59,54,52,38,56,51,42,30,48,41,34,30,34,50,48.53018,50.71879439754108,2.1886143975410803,73,59,54,52,38,56,51,42,30,48,41,34,30,34,50,48.53018,50.71879439754108,2.1886143975410803,0.0
Tim Frazier,23,18,56,46,38,18,53,53,56,57,50,43,70,71,40,45.23048,45.07575925771078,-0.1547207422892214,23,18,56,46,38,18,53,53,56,57,50,43,70,71,40,45.23048,45.07575925771078,-0.1547207422892214,0.0
Tim Hardaway Jr.,44,39,68,48,57,42,77,60,76,73,37,57,59,54,53,53.69378,53.64285033640225,-0.0509296635977492,44,39,68,48,57,42,77,60,76,73,37,57,59,54,53,53.69378,53.64285033640225,-0.0509296635977492,0.0
Timothé Luwawu-Cabarrot,48,44,55,63,34,36,58,56,50,48,39,41,46,35,30,45.67088,46.7570820239527,1.0862020239527013,48,44,55,63,34,36,58,56,50,48,39,41,46,35,30,45.67088,46.7570820239527,1.0862020239527013,0.0
Tobias Harris,54,55,56,58,58,76,78,60,77,59,58,61,47,63,69,58.955780000000004,56.525574536927,-2.4302054630730012,54,55,56,58,58,76,78,60,77,59,58,61,47,63,69,58.955780000000004,56.525574536927,-2.4302054630730012,0.0
Tomas Satoransky,48,25,50,44,42,23,61,35,68,58,40,53,67,66,28,48.41598,47.16191369974427,-1.2540663002557295,48,25,50,44,42,23,61,35,68,58,40,53,67,66,28,48.41598,47.16191369974427,-1.2540663002557295,0.0
Tony Bradley,64,60,48,53,38,67,68,30,39,19,44,49,38,36,75,48.17488,47.9268552015575,-0.24802479844250058,64,60,48,53,38,67,68,30,39,19,44,49,38,36,75,48.17488,47.9268552015575,-0.24802479844250058,0.0
Tony Carr,41,39,50,46,35,26,58,31,36,45,38,44,50,57,20,43.50178,43.87705049318493,0.3752704931849351,41,39,50,46,35,26,58,31,36,45,38,44,50,57,20,43.50178,43.87705049318493,0.3752704931849351,0.0
Tony Snell,48,36,56,54,44,33,62,59,59,71,26,51,48,36,29,46.67528,47.90607089754523,1.2307908975452264,48,36,56,54,44,33,62,59,59,71,26,51,48,36,29,46.67528,47.90607089754523,1.2307908975452264,0.0
Torrey Craig,48,52,63,62,38,52,64,30,51,48,57,50,42,32,58,51.253280000000004,51.1428667965475,-0.11041320345250227,48,52,63,62,38,52,64,30,51,48,57,50,42,32,58,51.253280000000004,51.1428667965475,-0.11041320345250227,0.0
Trae Young,29,26,70,49,75,73,88,68,92,73,39,74,75,63,60,56.91108,54.94554403759844,-1.9655359624015603,29,26,70,49,75,73,88,68,92,73,39,74,75,63,60,56.91108,54.94554403759844,-1.9655359624015603,0.0
Travis Wear,59,58,29,14,34,25,25,63,55,70,37,50,29,31,24,43.08488,39.65301380083772,-3.431866199162279,59,58,29,14,34,25,25,63,55,70,37,50,29,31,24,43.08488,39.65301380083772,-3.431866199162279,0.0
Tre Jones,27,25,62,62,20,30,50,50,35,32,52,48,57,60,18,44.120580000000004,45.06303170326741,0.9424517032674089,27,25,62,62,20,30,50,50,35,32,52,48,57,60,18,44.120580000000004,45.06303170326741,0.9424517032674089,0.0
Tre Mann,33,28,53,48,34,24,58,37,62,51,18,54,57,60,29,41.41348,42.33132471490759,0.9178447149075879,33,28,53,48,34,24,58,37,62,51,18,54,57,60,29,41.41348,42.33132471490759,0.9178447149075879,0.0
Tremont Waters,18,17,66,53,26,29,52,54,55,41,55,52,61,56,36,44.635979999999996,44.20060311858788,-0.43537688141211817,18,17,66,53,26,29,52,54,55,41,55,52,61,56,36,44.635979999999996,44.20060311858788,-0.43537688141211817,0.0
Trendon Watford,52,52,57,51,35,58,63,34,40,18,45,41,38,40,65,45.46548,45.78582515249608,0.3203451524960812,52,52,57,51,35,58,63,34,40,18,45,41,38,40,65,45.46548,45.78582515249608,0.3203451524960812,0.0
Treveon Graham,45,56,57,42,36,38,60,54,59,65,49,48,41,56,57,50.59188,50.177072869776495,-0.4148071302235081,45,56,57,42,36,38,60,54,59,65,49,48,41,56,57,50.59188,50.177072869776495,-0.4148071302235081,0.0
Trevon Bluiett,40,28,56,48,34,25,62,59,42,60,23,42,49,35,33,41.13728,43.73754028060753,2.600260280607536,40,28,56,48,34,25,62,59,42,60,23,42,49,35,33,41.13728,43.73754028060753,2.600260280607536,0.0
Trevon Duval,33,29,62,63,25,26,52,31,45,48,31,30,61,56,22,40.93198,44.558256428418915,3.6262764284189117,33,29,62,63,25,26,52,31,45,48,31,30,61,56,22,40.93198,44.558256428418915,3.6262764284189117,0.0
Trevor Ariza,55,35,61,51,49,42,55,67,52,57,55,50,47,47,52,52.80798,52.36223771076788,-0.4457422892321219,55,35,61,51,49,42,55,67,52,57,55,50,47,47,52,52.80798,52.36223771076788,-0.4457422892321219,0.0
Trey Burke,25,31,63,58,46,33,72,50,68,50,29,58,63,64,23,46.45978,46.50706357589335,0.04728357589334564,25,31,63,58,46,33,72,50,68,50,29,58,63,64,23,46.45978,46.50706357589335,0.04728357589334564,0.0
Trey Lyles,60,60,52,58,40,62,59,42,60,47,34,45,38,45,82,49.08308,50.388783945969486,1.3057039459694835,60,60,52,58,40,62,59,42,60,47,34,45,38,45,82,49.08308,50.388783945969486,1.3057039459694835,0.0
Tristan Thompson,57,71,61,85,64,82,81,15,10,0,38,59,28,24,90,50.57118,52.61962163280451,2.0484416328045114,57,71,61,85,64,82,81,15,10,0,38,59,28,24,90,50.57118,52.61962163280451,2.0484416328045114,0.0
Troy Brown Jr,49,35,59,52,42,28,63,61,65,55,46,51,46,42,55,49.49558,48.89131988855668,-0.6042601114433168,49,35,59,52,42,28,63,61,65,55,46,51,46,42,55,49.49558,48.89131988855668,-0.6042601114433168,0.0
Troy Caupain,37,38,59,46,31,23,49,52,33,33,42,32,57,55,30,42.299080000000004,43.78926191588127,1.4901819158812657,37,38,59,46,31,23,49,52,33,33,42,32,57,55,30,42.299080000000004,43.78926191588127,1.4901819158812657,0.0
Troy Daniels,44,30,59,40,42,18,54,70,66,72,46,55,49,28,12,48.15368,46.16662282020715,-1.9870571797928491,44,30,59,40,42,18,54,70,66,72,46,55,49,28,12,48.15368,46.16662282020715,-1.9870571797928491,0.0
Troy Williams,48,32,61,79,38,28,62,25,57,60,32,47,38,33,25,45.91288,48.10964750725494,2.1967675072549397,48,32,61,79,38,28,62,25,57,60,32,47,38,33,25,45.91288,48.10964750725494,2.1967675072549397,0.0
Ty Jerome,42,26,53,38,30,29,48,52,53,49,38,44,59,55,29,43.42908,43.50133150325833,0.07225150325832885,42,26,53,38,30,29,48,52,53,49,38,44,59,55,29,43.42908,43.50133150325833,0.07225150325832885,0.0
Tyler Bey,48,43,47,49,35,56,48,55,30,25,46,45,30,37,70,43.25938,43.32361846631785,0.06423846631785324,48,43,47,49,35,56,48,55,30,25,46,45,30,37,70,43.25938,43.32361846631785,0.06423846631785324,0.0
